Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
10/3/2024,Petrol,347,94,Card,Mumbai,BP003,61,Truck,3809,89.9,Low Pressure,2409.45,32618
7/16/2024,Petrol,384,110.75,Card,Mumbai,BP004,64,Car,1826,76.14,Low Pressure,2627.97,42528
3/10/2024,Petrol,166,113.85,Card,Mumbai,BP004,36,Car,3217,82.47,Motor Fault,694.73,18899.1
4/21/2024,Diesel,326,94.9,UPI,Pune,BP002,49,Truck,3168,86.22,Motor Fault,4573.45,30937.4
1/4/2024,Diesel,526,93.13,Card,Aurangabad,BP003,32,Car,3068,87.32,Sensor Error,4643.62,48986.38
12/15/2024,CNG,422,94.37,UPI,Mumbai,BP001,22,Bike,3892,88.08,Motor Fault,3417.13,39824.14
11/26/2024,Petrol,445,116.31,Cash,Nashik,BP003,28,Auto,2606,89.2,Sensor Error,88.16,51757.95
11/13/2024,CNG,427,105.85,Card,Pune,BP002,32,Auto,1147,78.15,Leak,2685.37,45197.95
12/15/2024,Diesel,564,104.02,Cash,Nashik,BP001,46,Car,3822,82.04,Sensor Error,3146.09,58667.28
4/4/2024,Petrol,596,93.2,UPI,Aurangabad,BP002,62,Auto,3438,71.12,Motor Fault,4973.27,55547.2
5/31/2024,Petrol,315,109.49,UPI,Nagpur,BP003,21,Bike,2983,93.06,None,4980.33,34489.35
11/6/2024,Diesel,539,116.04,Cash,Nashik,BP001,53,Car,4741,95.11,Motor Fault,4288.06,62545.56
5/16/2024,Diesel,376,114.85,Card,Nagpur,BP002,40,Bike,3406,75.98,Low Pressure,319.15,43183.6
9/3/2024,Diesel,520,108.78,Card,Pune,BP004,32,Bike,3525,76.04,Motor Fault,4766.38,56565.6
8/30/2024,Diesel,312,92.26,Cash,Nashik,BP001,63,Auto,1875,71.26,Leak,3063.31,28785.12
1/31/2024,Diesel,97,93.37,Cash,Nashik,BP001,61,Auto,2323,99.11,Sensor Error,4004.43,9056.89
2/9/2024,Petrol,367,91.48,Cash,Pune,BP002,20,Truck,744,94.22,Low Pressure,2035.96,33573.16
8/16/2024,Diesel,148,97.72,Card,Pune,BP004,49,Bike,2848,80.82,Sensor Error,1598.35,14462.56
2/5/2024,Petrol,318,94.07,Card,Mumbai,BP001,27,Auto,1367,84.46,Sensor Error,2316.22,29914.26
8/10/2024,Petrol,367,97.8,Card,Aurangabad,BP002,57,Bike,3361,78.76,Motor Fault,734.37,35892.6
1/6/2024,Diesel,354,101.55,Cash,Nashik,BP001,55,Truck,979,87.92,None,1785.33,35948.7
11/17/2024,Diesel,513,118.29,Card,Nashik,BP001,39,Bike,2962,91.52,Low Pressure,4288.09,60682.77
8/7/2024,Petrol,150,108.31,UPI,Pune,BP001,31,Car,2435,83.42,Leak,189.75,16246.5
3/15/2024,Diesel,268,115.05,Cash,Pune,BP004,34,Truck,3873,96.21,Leak,754.39,30833.4
1/4/2024,Diesel,536,111.31,Card,Aurangabad,BP003,38,Truck,3521,85.51,None,625.58,59662.16
11/30/2024,Diesel,195,93.38,Cash,Pune,BP003,32,Bike,3692,74.33,None,2015.38,18209.1
5/13/2024,CNG,512,112.08,UPI,Nagpur,BP004,32,Bike,587,88.67,Motor Fault,4984.93,57384.96
4/27/2024,Petrol,311,98.25,UPI,Nagpur,BP004,18,Auto,1740,83.87,Leak,866.79,30555.75
4/3/2024,CNG,41,109.17,Cash,Nagpur,BP002,41,Car,1072,98.07,Low Pressure,727.41,4475.97
3/2/2024,Diesel,550,100.23,Cash,Nagpur,BP001,29,Truck,1313,81.76,None,4575.28,55126.5
7/12/2024,CNG,325,119.93,UPI,Aurangabad,BP004,27,Truck,678,82.09,None,4410.25,38977.25
11/30/2024,Diesel,52,97.91,Cash,Nashik,BP002,63,Truck,2225,89.52,None,161.2,5091.32
7/21/2024,CNG,537,98.37,UPI,Nagpur,BP003,59,Auto,662,85.81,Low Pressure,3758.53,52824.69
1/26/2024,Diesel,277,117.92,UPI,Pune,BP003,59,Car,3140,81.23,Leak,3277.33,32663.84
6/21/2024,CNG,133,90.74,Card,Nagpur,BP003,48,Truck,1505,99.69,Low Pressure,3838.7,12068.42
10/26/2024,CNG,377,110.9,Cash,Aurangabad,BP003,28,Truck,2848,79.07,Low Pressure,2472.51,41809.3
5/12/2024,CNG,210,111.76,Cash,Pune,BP002,33,Auto,2921,78.33,Motor Fault,4956.9,23469.6
11/21/2024,Petrol,506,115.09,Card,Nagpur,BP001,26,Bike,3255,95.93,None,219.24,58235.54
4/27/2024,CNG,182,119.23,UPI,Nashik,BP002,64,Truck,4798,70.1,Leak,1171.86,21699.86
11/19/2024,Petrol,240,119.27,Cash,Pune,BP001,31,Car,4642,76.04,Motor Fault,1982.73,28624.8
10/1/2024,Diesel,219,91.96,Card,Pune,BP003,36,Car,4241,87.71,Motor Fault,2248.89,20139.24
7/30/2024,CNG,403,114.66,Card,Nashik,BP004,48,Car,1717,74.87,Sensor Error,4606.84,46207.98
8/12/2024,Diesel,518,109.39,Cash,Pune,BP004,26,Car,2974,99.57,None,2800.02,56664.02
1/20/2024,Diesel,510,109.42,Card,Nagpur,BP004,53,Auto,1429,83.93,Leak,225.55,55804.2
4/22/2024,CNG,423,93.85,UPI,Pune,BP001,56,Truck,816,87.92,Leak,2039.31,39698.55
5/19/2024,Petrol,456,109.51,Card,Nagpur,BP003,43,Auto,2002,74.81,Leak,2082.45,49936.56
2/16/2024,CNG,347,119.47,UPI,Nashik,BP002,25,Car,920,78.68,None,4827.45,41456.09
1/1/2024,Diesel,406,117.35,UPI,Mumbai,BP004,41,Car,4858,88.44,Leak,2995.99,47644.1
3/30/2024,Diesel,40,103.17,Cash,Nashik,BP001,25,Car,1949,86.49,Low Pressure,3178.26,4126.8
5/21/2024,CNG,83,91.2,Card,Nagpur,BP004,36,Auto,927,93.53,Low Pressure,3566.27,7569.6
11/15/2024,Petrol,137,100.87,UPI,Aurangabad,BP002,64,Car,896,78.08,None,3850.2,13819.19
2/7/2024,Petrol,304,114.79,UPI,Nashik,BP003,47,Truck,1295,89.61,Leak,3175.26,34896.16
10/19/2024,Diesel,179,111.04,Card,Aurangabad,BP002,39,Car,606,78.73,Sensor Error,1185.97,19876.16
5/18/2024,Diesel,520,103.78,UPI,Aurangabad,BP003,26,Truck,4549,87.6,Sensor Error,4370.23,53965.6
12/21/2024,Petrol,276,91.65,Card,Nagpur,BP003,61,Truck,597,88.15,Sensor Error,3660.6,25295.4
11/28/2024,CNG,111,102.81,Cash,Nagpur,BP003,21,Car,2403,73.66,Low Pressure,3709.35,11411.91
9/15/2024,Diesel,229,104.07,UPI,Mumbai,BP004,54,Auto,4070,86.46,Sensor Error,4982.78,23832.03
6/9/2024,Petrol,307,117.86,UPI,Pune,BP002,25,Bike,3801,70.36,Leak,4012.63,36183.02
6/26/2024,Diesel,360,109.23,Card,Nashik,BP004,18,Bike,542,85.04,Leak,4145.76,39322.8
1/10/2024,CNG,146,99.35,Card,Nagpur,BP002,45,Truck,2077,90.93,Sensor Error,4757.03,14505.1
9/17/2024,Petrol,271,105.76,Card,Nashik,BP001,23,Auto,4690,72.18,Motor Fault,755.67,28660.96
5/17/2024,Diesel,81,91.98,Card,Aurangabad,BP001,64,Bike,4783,98.16,Sensor Error,2488.64,7450.38
6/20/2024,CNG,178,119.18,UPI,Pune,BP002,53,Car,884,83.76,Motor Fault,2902.84,21214.04
1/13/2024,Diesel,312,100.8,Cash,Mumbai,BP002,28,Car,3971,98.15,None,1646.38,31449.6
6/16/2024,CNG,520,104.34,Cash,Nashik,BP002,22,Truck,4077,73.22,None,4197.02,54256.8
5/9/2024,CNG,455,100.66,Cash,Pune,BP002,41,Auto,3738,98.5,Leak,3812.1,45800.3
3/24/2024,Petrol,545,110.48,Cash,Mumbai,BP003,64,Auto,2196,73.28,Low Pressure,3604.42,60211.6
11/16/2024,CNG,463,109.87,Card,Nashik,BP004,35,Bike,2634,83.84,Leak,4985.75,50869.81
11/14/2024,Diesel,446,111.46,UPI,Pune,BP003,37,Bike,4392,98.14,Leak,1296.91,49711.16
4/10/2024,CNG,429,98.04,UPI,Nagpur,BP004,45,Car,3036,76.98,Low Pressure,3677.29,42059.16
11/24/2024,CNG,381,99.47,UPI,Nashik,BP004,30,Truck,4821,71.04,Leak,2757.02,37898.07
9/29/2024,Petrol,532,93.76,Card,Pune,BP004,22,Auto,2892,93.79,Low Pressure,1564.95,49880.32
9/21/2024,CNG,231,109.67,UPI,Mumbai,BP003,47,Bike,4315,87.88,Leak,802.93,25333.77
2/7/2024,CNG,538,91.19,Card,Pune,BP002,18,Bike,795,85.42,None,4479.42,49060.22
4/3/2024,Diesel,272,107.93,UPI,Nagpur,BP003,39,Truck,913,71.03,Motor Fault,2977.28,29356.96
4/4/2024,Petrol,266,116.09,Cash,Nashik,BP003,35,Truck,2495,89.6,Leak,4124.67,30879.94
10/31/2024,Petrol,410,116.72,Card,Nashik,BP004,63,Car,503,75.15,Motor Fault,2726.72,47855.2
3/9/2024,Petrol,178,103.47,UPI,Nashik,BP001,22,Truck,677,97.94,Sensor Error,1099.89,18417.66
11/13/2024,CNG,188,103.78,Cash,Nagpur,BP001,48,Car,1245,90.57,Leak,1687.74,19510.64
8/23/2024,Petrol,154,92.31,Cash,Mumbai,BP003,23,Car,4854,91.21,None,1907.69,14215.74
11/29/2024,CNG,489,110.12,Cash,Nashik,BP004,44,Truck,1151,76.98,Low Pressure,4864.67,53848.68
5/16/2024,CNG,102,114.64,Card,Mumbai,BP003,42,Truck,4389,96.42,None,28.17,11693.28
3/16/2024,Diesel,143,97.34,Card,Pune,BP003,46,Truck,3771,86.13,Motor Fault,4928.33,13919.62
2/4/2024,Diesel,312,102.64,UPI,Mumbai,BP002,45,Truck,2982,95.71,Low Pressure,4902.31,32023.68
1/1/2024,Diesel,45,115.17,Cash,Mumbai,BP004,33,Truck,789,78.13,None,4980.75,5182.65
10/22/2024,Diesel,186,116.31,UPI,Nashik,BP001,29,Car,1302,92.66,None,2382.94,21633.66
11/15/2024,Diesel,223,97.3,UPI,Aurangabad,BP001,37,Bike,3030,87.24,None,4819.04,21697.9
2/29/2024,CNG,67,106.52,Cash,Aurangabad,BP001,35,Auto,733,71.45,Low Pressure,1978,7136.84
11/15/2024,CNG,589,95.77,UPI,Nagpur,BP003,51,Auto,907,82.16,None,131.47,56408.53
12/14/2024,Petrol,158,93.06,Card,Nagpur,BP004,40,Car,1193,75.52,None,1121.74,14703.48
11/23/2024,CNG,332,117.33,UPI,Aurangabad,BP002,62,Car,1669,80.78,Motor Fault,4726.48,38953.56
9/23/2024,CNG,410,114.62,Cash,Pune,BP001,44,Bike,2977,81.5,None,68.82,46994.2
12/26/2024,Diesel,283,112.8,Card,Nashik,BP004,34,Truck,931,84.25,None,2729.97,31922.4
8/16/2024,CNG,257,91.46,Card,Nashik,BP001,38,Car,3044,88.01,Sensor Error,378.01,23505.22
9/26/2024,Diesel,216,115.31,UPI,Pune,BP002,57,Auto,1482,87.13,Low Pressure,1431.98,24906.96
11/11/2024,Petrol,338,103.14,UPI,Pune,BP004,48,Truck,3660,71.17,Sensor Error,440.46,34861.32
10/12/2024,Petrol,97,100.27,Card,Aurangabad,BP003,20,Car,3544,92.52,Motor Fault,4297.64,9726.19
10/17/2024,CNG,308,106.39,UPI,Nagpur,BP003,34,Truck,4424,98.48,Sensor Error,2955.35,32768.12
7/31/2024,Petrol,347,92.74,Cash,Pune,BP001,43,Auto,3812,80.46,Leak,4510.53,32180.78
6/13/2024,CNG,327,112.7,UPI,Nagpur,BP001,40,Truck,4818,75.39,Low Pressure,3441.77,36852.9
1/5/2024,Petrol,144,107.47,UPI,Mumbai,BP004,23,Car,2188,86.2,None,4855.15,15475.68
12/4/2024,Diesel,267,95.6,Card,Nashik,BP002,45,Car,967,91.15,Sensor Error,2549.39,25525.2
3/18/2024,Diesel,286,95.65,UPI,Aurangabad,BP001,25,Auto,3116,90.37,Sensor Error,3193.55,27355.9
3/2/2024,Diesel,533,95.53,UPI,Nashik,BP004,62,Bike,1845,88.36,None,2881.54,50917.49
5/11/2024,Diesel,122,91.71,UPI,Aurangabad,BP002,25,Bike,2922,74.39,None,2421.3,11188.62
3/29/2024,CNG,225,107.63,Cash,Mumbai,BP001,36,Truck,1511,95.1,Motor Fault,4229.8,24216.75
8/24/2024,Petrol,291,115.21,UPI,Nashik,BP001,55,Car,2177,82.77,Sensor Error,3222.63,33526.11
2/11/2024,CNG,394,90.52,Cash,Mumbai,BP004,46,Car,4197,76.64,Sensor Error,4006.56,35664.88
3/29/2024,Diesel,249,91.47,Cash,Aurangabad,BP001,40,Auto,4566,72.59,Leak,3931.82,22776.03
10/22/2024,CNG,486,107.18,Cash,Pune,BP003,64,Auto,2392,82.5,Leak,955.23,52089.48
11/23/2024,Petrol,499,114.58,Cash,Nashik,BP002,49,Car,3369,88.54,Sensor Error,3250.82,57175.42
10/21/2024,CNG,511,99.8,Card,Mumbai,BP002,27,Auto,4850,89.96,Leak,998.24,50997.8
4/13/2024,Petrol,409,100.49,Cash,Nashik,BP003,44,Bike,1986,98.88,Sensor Error,2916.6,41100.41
1/14/2024,CNG,531,107.89,UPI,Nashik,BP004,18,Bike,3839,74.59,Low Pressure,3387.17,57289.59
10/14/2024,Petrol,176,98.23,Cash,Nashik,BP003,56,Truck,1916,99.57,Motor Fault,4986.18,17288.48
6/27/2024,Petrol,406,90.8,UPI,Nagpur,BP003,46,Auto,3346,89.64,Leak,152.71,36864.8
5/4/2024,Diesel,223,112.06,Cash,Mumbai,BP002,62,Truck,1857,83.63,Sensor Error,456.21,24989.38
12/18/2024,Petrol,326,108.77,Card,Mumbai,BP004,20,Auto,4560,96.65,Leak,385.13,35459.02
1/23/2024,Diesel,511,107.42,Cash,Nashik,BP001,64,Auto,1891,90.83,Motor Fault,1991.81,54891.62
3/3/2024,Diesel,414,112.25,Cash,Pune,BP003,54,Bike,2078,80.46,Low Pressure,4107.94,46471.5
5/22/2024,Diesel,576,110.26,Card,Nashik,BP003,48,Car,4249,96.52,None,4220.28,63509.76
6/1/2024,CNG,550,96.18,Cash,Nagpur,BP004,28,Auto,4125,90,None,3684.9,52899
5/24/2024,CNG,289,100.57,UPI,Aurangabad,BP003,39,Auto,3003,90.97,Leak,4484.39,29064.73
8/12/2024,CNG,549,93.78,Cash,Nagpur,BP004,35,Auto,3637,96.89,Sensor Error,1614.3,51485.22
11/4/2024,CNG,112,93.9,Cash,Pune,BP001,52,Car,3409,83.45,Motor Fault,440.77,10516.8
4/13/2024,Petrol,321,110.29,Cash,Nashik,BP004,23,Truck,3164,89.71,Low Pressure,290.77,35403.09
4/13/2024,Petrol,399,115.76,Card,Mumbai,BP001,20,Truck,899,92.34,Low Pressure,4260.66,46188.24
2/8/2024,CNG,49,118.88,Cash,Nashik,BP004,22,Auto,4882,83.62,Low Pressure,3652.18,5825.12
7/16/2024,Petrol,250,108.85,Cash,Pune,BP003,26,Auto,4457,72.5,None,3493.08,27212.5
5/13/2024,Petrol,191,95.52,UPI,Mumbai,BP001,45,Truck,2733,93.14,Motor Fault,1698.38,18244.32
3/7/2024,Diesel,44,93.17,Cash,Nagpur,BP003,36,Truck,2039,71.43,None,1899.53,4099.48
6/27/2024,Diesel,234,114.39,Cash,Aurangabad,BP001,45,Bike,736,91.54,Leak,4790.57,26767.26
2/11/2024,Diesel,322,107.36,Cash,Aurangabad,BP004,44,Auto,1427,97.33,Low Pressure,319.02,34569.92
1/15/2024,Diesel,503,108.55,Cash,Nashik,BP004,30,Truck,919,80.41,Motor Fault,3868.66,54600.65
4/20/2024,Petrol,152,113.44,UPI,Nagpur,BP004,55,Bike,4624,73.06,Low Pressure,1548.17,17242.88
6/5/2024,CNG,310,111.1,UPI,Pune,BP002,60,Car,2895,76.99,None,195.27,34441
10/15/2024,Petrol,202,115.03,Card,Aurangabad,BP002,38,Auto,1160,86.87,None,3712.85,23236.06
8/18/2024,Petrol,499,91.69,Cash,Nagpur,BP001,44,Truck,3123,98.28,None,1654.56,45753.31
6/5/2024,Petrol,144,112.43,Card,Nashik,BP002,63,Auto,4450,85.37,Low Pressure,3610.74,16189.92
2/7/2024,Diesel,595,115.53,Card,Mumbai,BP004,23,Bike,949,73.38,Motor Fault,3538.27,68740.35
4/6/2024,Diesel,321,98.58,Cash,Nashik,BP002,55,Truck,879,88.83,Motor Fault,2673.93,31644.18
10/15/2024,Diesel,201,109.21,UPI,Nashik,BP002,28,Car,1750,91.99,Leak,3886.87,21951.21
9/10/2024,CNG,390,99.42,UPI,Nagpur,BP003,64,Car,2959,81.8,Low Pressure,2905.19,38773.8
7/14/2024,Petrol,473,118.74,Cash,Aurangabad,BP001,58,Bike,3498,91.65,Leak,1433.18,56164.02
3/26/2024,CNG,179,91,Cash,Nagpur,BP001,34,Car,4951,79.74,Leak,3670.58,16289
11/17/2024,Diesel,510,107.39,UPI,Mumbai,BP001,56,Car,2801,93.67,Leak,2945.7,54768.9
1/10/2024,CNG,171,95,Cash,Nagpur,BP002,24,Car,1226,80.23,Leak,63.64,16245
1/5/2024,Petrol,126,111.37,Cash,Pune,BP004,47,Car,1967,77.68,None,4508.22,14032.62
5/2/2024,Petrol,222,95.28,Cash,Nashik,BP003,38,Car,3228,96.38,Leak,2728.22,21152.16
11/25/2024,Diesel,407,97.06,UPI,Aurangabad,BP001,18,Car,3652,86.45,Motor Fault,4343.14,39503.42
12/18/2024,Diesel,168,104.83,Card,Mumbai,BP002,42,Car,4020,78.55,Leak,4413.68,17611.44
4/27/2024,CNG,285,117.45,Card,Nashik,BP004,49,Truck,3854,98.05,None,2224.83,33473.25
10/20/2024,Diesel,417,96.35,Cash,Nagpur,BP003,25,Car,915,90.73,Sensor Error,2538.3,40177.95
6/7/2024,Diesel,188,94.33,UPI,Pune,BP003,22,Truck,1099,76.62,Sensor Error,2078.77,17734.04
10/29/2024,Petrol,472,112.77,Cash,Nagpur,BP001,47,Auto,3574,88.44,Sensor Error,2247.18,53227.44
8/15/2024,Diesel,508,105.02,UPI,Nashik,BP001,25,Bike,4674,96.11,Low Pressure,4475.74,53350.16
12/30/2024,Diesel,485,117.35,Cash,Mumbai,BP004,36,Car,2067,90.88,Motor Fault,3940.72,56914.75
8/3/2024,Petrol,520,94.4,UPI,Aurangabad,BP002,61,Bike,1594,77.34,None,632.63,49088
7/2/2024,Petrol,333,109.38,UPI,Nashik,BP004,47,Car,3443,89.47,Sensor Error,3051.54,36423.54
1/15/2024,CNG,182,96.99,Card,Mumbai,BP001,32,Truck,4653,88.57,None,4979.53,17652.18
6/5/2024,Diesel,289,94.7,Cash,Nashik,BP004,53,Car,1947,94.63,None,2977.75,27368.3
5/15/2024,Petrol,341,110.5,Card,Pune,BP002,61,Auto,1992,75.34,Low Pressure,3929.36,37680.5
9/17/2024,CNG,64,107.81,Card,Nagpur,BP003,44,Bike,3171,90.99,Sensor Error,3845.31,6899.84
6/5/2024,CNG,109,112.64,UPI,Aurangabad,BP003,30,Bike,1958,70.82,Leak,1751.59,12277.76
2/16/2024,Diesel,151,99.28,Cash,Mumbai,BP003,31,Auto,1708,90.89,None,1859.25,14991.28
11/19/2024,Diesel,403,103.44,UPI,Aurangabad,BP003,54,Truck,2712,98.81,Sensor Error,3620.38,41686.32
11/27/2024,CNG,342,102.16,UPI,Aurangabad,BP001,47,Truck,1854,75.23,None,2499.92,34938.72
6/21/2024,Petrol,510,119.52,UPI,Aurangabad,BP001,56,Auto,712,79.34,Low Pressure,2852.85,60955.2
5/9/2024,CNG,130,98.77,Cash,Mumbai,BP002,64,Bike,4394,87.49,Low Pressure,3564.53,12840.1
4/4/2024,Diesel,569,98.84,Cash,Mumbai,BP002,30,Car,3463,91.97,Leak,3887.88,56239.96
4/24/2024,Petrol,231,100.64,UPI,Aurangabad,BP002,33,Truck,3348,80.33,Low Pressure,1357.58,23247.84
8/30/2024,Petrol,591,106.94,Cash,Nagpur,BP002,61,Car,3542,89.93,Sensor Error,733.97,63201.54
10/18/2024,CNG,281,97.57,UPI,Nashik,BP004,24,Bike,3534,96.98,Low Pressure,1458.97,27417.17
10/8/2024,Diesel,177,117.46,Cash,Aurangabad,BP002,44,Car,2232,91.8,Leak,2537.69,20790.42
10/25/2024,CNG,384,97.97,Cash,Pune,BP003,62,Auto,3581,91.33,Motor Fault,1710.71,37620.48
10/9/2024,CNG,219,116.87,Card,Aurangabad,BP003,52,Truck,1770,81.46,None,2841.81,25594.53
3/9/2024,CNG,542,93.1,UPI,Mumbai,BP003,32,Truck,2029,97.34,None,267.33,50460.2
5/27/2024,Petrol,242,109.7,Card,Nashik,BP004,45,Auto,1581,78.32,Sensor Error,2548.75,26547.4
1/11/2024,Petrol,231,117.21,Card,Pune,BP002,52,Auto,4031,76.16,Leak,1839.92,27075.51
9/10/2024,Diesel,44,95.06,UPI,Nashik,BP003,24,Truck,1651,80.93,Leak,2673.33,4182.64
11/25/2024,Diesel,276,119.05,UPI,Nashik,BP003,63,Truck,2222,89.5,Leak,2112.67,32857.8
12/25/2024,CNG,350,103.59,Cash,Pune,BP003,63,Truck,1216,95.85,None,1421.13,36256.5
2/7/2024,CNG,588,118.37,UPI,Aurangabad,BP003,37,Bike,4699,73.96,Low Pressure,4520.54,69601.56
5/13/2024,CNG,95,110.3,Card,Aurangabad,BP001,49,Bike,2690,94.41,None,923.82,10478.5
7/18/2024,Diesel,482,99.05,Card,Aurangabad,BP002,55,Bike,704,94.38,None,3406.83,47742.1
1/23/2024,Petrol,276,95.65,UPI,Nagpur,BP002,57,Car,4329,87.61,None,4623.22,26399.4
10/29/2024,Petrol,236,99.11,Card,Aurangabad,BP004,49,Bike,3609,92.82,Low Pressure,2693.35,23389.96
12/11/2024,CNG,553,92.79,Cash,Pune,BP001,43,Truck,4594,75.46,Motor Fault,4382.04,51312.87
10/28/2024,CNG,488,94.32,Card,Nagpur,BP004,56,Bike,1832,75.09,Sensor Error,624.26,46028.16
12/28/2024,CNG,399,93.14,Cash,Aurangabad,BP003,37,Truck,2548,95.88,Motor Fault,2468.94,37162.86
8/5/2024,CNG,69,102.69,Card,Nagpur,BP004,35,Auto,2349,84.94,Motor Fault,2285.13,7085.61
5/20/2024,Diesel,147,113.87,Cash,Pune,BP003,32,Car,1737,77.38,None,40.59,16738.89
4/13/2024,Petrol,484,94.24,Cash,Aurangabad,BP003,39,Car,2518,90.66,Motor Fault,2216.29,45612.16
7/28/2024,CNG,477,93.91,UPI,Mumbai,BP002,39,Auto,1017,96.76,None,1845.15,44795.07
4/20/2024,Diesel,496,109.3,Cash,Pune,BP002,38,Truck,1938,88.97,None,3348.99,54212.8
4/13/2024,CNG,534,95.92,UPI,Nashik,BP002,19,Car,4586,80.42,Sensor Error,4691.65,51221.28
11/11/2024,CNG,286,92.93,Card,Nashik,BP002,57,Bike,2552,84.5,Leak,428.96,26577.98
6/19/2024,Petrol,582,95.01,Card,Pune,BP002,60,Truck,4868,92.57,None,1637.38,55295.82
12/21/2024,CNG,478,117.71,Card,Nashik,BP001,35,Car,2812,72.03,Motor Fault,2220.32,56265.38
11/19/2024,Petrol,317,114.64,Cash,Pune,BP002,40,Auto,2759,76.51,Sensor Error,2275.93,36340.88
5/12/2024,Petrol,591,100.62,Card,Mumbai,BP004,30,Truck,3649,83.88,Motor Fault,3874.05,59466.42
10/19/2024,Petrol,150,109.67,Card,Pune,BP003,58,Car,1281,88.13,Leak,2216.98,16450.5
11/23/2024,Diesel,424,106.12,UPI,Aurangabad,BP002,26,Auto,3213,80.17,Low Pressure,135.81,44994.88
5/6/2024,Diesel,230,110.31,UPI,Aurangabad,BP001,24,Truck,1744,78.95,Leak,3550.52,25371.3
4/15/2024,Petrol,529,110.48,Card,Nagpur,BP004,58,Bike,2916,71.24,Sensor Error,4424.15,58443.92
4/1/2024,CNG,465,108.86,Card,Nashik,BP004,18,Truck,1475,70.98,Leak,2569.52,50619.9
10/13/2024,Petrol,444,97.98,Cash,Nashik,BP003,19,Bike,3991,78.36,Leak,2905.54,43503.12
2/20/2024,CNG,374,91.17,Cash,Pune,BP004,21,Truck,3925,85.92,Sensor Error,814.68,34097.58
1/29/2024,Petrol,248,103.67,Card,Nashik,BP004,31,Auto,916,86.69,Sensor Error,1103.23,25710.16
10/22/2024,CNG,61,116.73,UPI,Aurangabad,BP004,49,Bike,714,84.82,Motor Fault,1175.85,7120.53
10/23/2024,Diesel,247,107.08,Card,Mumbai,BP004,53,Bike,4478,82.3,None,2153.71,26448.76
8/1/2024,CNG,47,114.97,Cash,Pune,BP001,19,Truck,1635,77.57,Low Pressure,4640.73,5403.59
9/23/2024,Petrol,568,119.75,UPI,Nashik,BP003,57,Car,4275,82.02,Low Pressure,2608.92,68018
9/13/2024,Diesel,205,94.91,UPI,Aurangabad,BP002,31,Bike,2082,74.16,Low Pressure,960.49,19456.55
10/28/2024,CNG,535,110.75,Cash,Nagpur,BP004,37,Truck,1232,73.46,Leak,1330.44,59251.25
4/10/2024,CNG,468,110.23,Card,Nashik,BP001,42,Auto,3246,79,Sensor Error,1920.08,51587.64
12/11/2024,CNG,202,119.4,Card,Mumbai,BP003,59,Truck,2763,99.86,Sensor Error,3116.29,24118.8
4/19/2024,CNG,405,119.57,Card,Mumbai,BP002,25,Truck,4304,79.79,Sensor Error,2200.17,48425.85
6/30/2024,CNG,565,110.6,Cash,Nashik,BP003,45,Bike,2927,98.09,None,1962.22,62489
11/8/2024,Diesel,278,97.31,UPI,Nashik,BP001,63,Car,731,81.77,Sensor Error,2823.64,27052.18
1/1/2024,Diesel,111,113.96,Cash,Aurangabad,BP001,38,Auto,4853,83.17,Sensor Error,1209.17,12649.56
11/14/2024,Diesel,484,93.21,Card,Nashik,BP001,40,Bike,902,93.91,Leak,394.52,45113.64
2/24/2024,Diesel,548,113.42,Cash,Nagpur,BP004,49,Bike,564,72.81,Motor Fault,122.07,62154.16
5/28/2024,Petrol,308,117.31,UPI,Aurangabad,BP001,25,Bike,2737,75.47,Low Pressure,1256.3,36131.48
11/4/2024,Diesel,454,101.49,Cash,Pune,BP002,48,Auto,1449,99.22,Leak,457.96,46076.46
5/16/2024,CNG,284,108.92,Card,Nagpur,BP004,54,Car,672,85.18,Leak,1681.7,30933.28
7/20/2024,CNG,99,102.9,UPI,Aurangabad,BP003,33,Auto,3175,71.33,Leak,3864.67,10187.1
11/8/2024,Diesel,45,103.13,Cash,Aurangabad,BP002,57,Auto,1750,71.42,Low Pressure,3581.47,4640.85
4/26/2024,CNG,446,99.31,Cash,Mumbai,BP004,59,Car,3548,97.22,Leak,3054.64,44292.26
6/2/2024,Diesel,256,112.86,UPI,Aurangabad,BP001,44,Auto,4505,96.2,Motor Fault,4262.5,28892.16
10/17/2024,CNG,65,118.09,UPI,Nagpur,BP003,57,Truck,1137,83.75,Sensor Error,1410.34,7675.85
3/3/2024,Petrol,44,118.22,Card,Nashik,BP001,58,Auto,1448,74.9,Motor Fault,4425.27,5201.68
8/31/2024,Petrol,571,95.24,UPI,Nagpur,BP002,35,Bike,2760,94.91,Sensor Error,1996.2,54382.04
1/25/2024,Diesel,429,116.24,Card,Pune,BP002,52,Auto,2194,79.74,Sensor Error,2004.47,49866.96
3/30/2024,Diesel,487,112.12,Cash,Aurangabad,BP004,32,Bike,642,82.57,Leak,2026.76,54602.44
3/15/2024,Diesel,185,97.59,Card,Aurangabad,BP002,44,Auto,1960,90.47,Leak,490.47,18054.15
10/20/2024,CNG,427,92.02,Cash,Aurangabad,BP003,34,Bike,4387,80.6,Low Pressure,4877.45,39292.54
7/28/2024,Diesel,288,98.04,UPI,Aurangabad,BP004,57,Bike,792,88.86,None,692.53,28235.52
